x-axis,1
second,Volt
 -3.900000000000e-04,  8.53015e-01
 -3.896040000000e-04,  6.52010e-01
 -3.892080000000e-04,  6.52010e-01
 -3.888120000000e-04,  6.52010e-01
 -3.884160000000e-04,  8.53015e-01
 -3.880200000000e-04,  6.52010e-01
 -3.876240000000e-04,  6.52010e-01
 -3.872280000000e-04,  4.51005e-01
 -3.868320000000e-04,  2.50000e-01
 -3.864360000000e-04,  4.89950e-02
 -3.860400000000e-04,  4.89950e-02
 -3.856440000000e-04,  4.89950e-02
 -3.852480000000e-04, -1.52010e-01
 -3.848520000000e-04, -3.53015e-01
 -3.844560000000e-04, -7.55025e-01
 -3.840600000000e-04, -9.56030e-01
 -3.836640000000e-04, -1.35804e+00
 -3.832680000000e-04, -1.76005e+00
 -3.828720000000e-04, -1.76005e+00
 -3.824760000000e-04, -1.96106e+00
 -3.820800000000e-04, -2.56407e+00
 -3.816840000000e-04, -2.96608e+00
 -3.812880000000e-04, -3.16709e+00
 -3.808920000000e-04, -3.97111e+00
 -3.804960000000e-04, -4.37312e+00
 -3.801000000000e-04, -4.37312e+00
 -3.797040000000e-04, -4.97613e+00
 -3.793080000000e-04, -5.37814e+00
 -3.789120000000e-04, -5.98116e+00
 -3.785160000000e-04, -6.18216e+00
 -3.781200000000e-04, -6.78518e+00
 -3.777240000000e-04, -7.38819e+00
 -3.773280000000e-04, -7.58920e+00
 -3.769320000000e-04, -7.58920e+00
 -3.765360000000e-04, -8.19221e+00
 -3.761400000000e-04, -8.59422e+00
 -3.757440000000e-04, -8.59422e+00
 -3.753480000000e-04, -9.19724e+00
 -3.749520000000e-04, -9.59925e+00
 -3.745560000000e-04, -9.80025e+00
 -3.741600000000e-04, -9.80025e+00
 -3.737640000000e-04, -1.00013e+01
 -3.733680000000e-04, -1.04033e+01
 -3.729720000000e-04, -1.04033e+01
 -3.725760000000e-04, -1.06043e+01
 -3.721800000000e-04, -1.08053e+01
 -3.717840000000e-04, -1.10063e+01
 -3.713880000000e-04, -1.08053e+01
 -3.709920000000e-04, -1.08053e+01
 -3.705960000000e-04, -1.10063e+01
 -3.702000000000e-04, -1.08053e+01
 -3.698040000000e-04, -1.08053e+01
 -3.694080000000e-04, -1.08053e+01
 -3.690120000000e-04, -1.10063e+01
 -3.686160000000e-04, -1.06043e+01
 -3.682200000000e-04, -1.04033e+01
 -3.678240000000e-04, -1.04033e+01
 -3.674280000000e-04, -1.04033e+01
 -3.670320000000e-04, -1.00013e+01
 -3.666360000000e-04, -1.02023e+01
 -3.662400000000e-04, -1.02023e+01
 -3.658440000000e-04, -9.80025e+00
 -3.654480000000e-04, -9.39824e+00
 -3.650520000000e-04, -9.39824e+00
 -3.646560000000e-04, -9.39824e+00
 -3.642600000000e-04, -8.79523e+00
 -3.638640000000e-04, -8.79523e+00
 -3.634680000000e-04, -9.19724e+00
 -3.630720000000e-04, -8.59422e+00
 -3.626760000000e-04, -8.19221e+00
 -3.622800000000e-04, -7.99121e+00
 -3.618840000000e-04, -7.99121e+00
 -3.614880000000e-04, -7.79020e+00
 -3.610920000000e-04, -7.58920e+00
 -3.606960000000e-04, -7.79020e+00
 -3.603000000000e-04, -7.38819e+00
 -3.599040000000e-04, -6.78518e+00
 -3.595080000000e-04, -6.78518e+00
 -3.591120000000e-04, -6.98618e+00
 -3.587160000000e-04, -6.78518e+00
 -3.583200000000e-04, -6.38317e+00
 -3.579240000000e-04, -6.58417e+00
 -3.575280000000e-04, -6.58417e+00
 -3.571320000000e-04, -6.18216e+00
 -3.567360000000e-04, -5.98116e+00
 -3.563400000000e-04, -6.18216e+00
 -3.559440000000e-04, -6.18216e+00
 -3.555480000000e-04, -5.98116e+00
 -3.551520000000e-04, -6.18216e+00
 -3.547560000000e-04, -6.38317e+00
 -3.543600000000e-04, -5.98116e+00
 -3.539640000000e-04, -5.78015e+00
 -3.535680000000e-04, -5.98116e+00
 -3.531720000000e-04, -5.98116e+00
 -3.527760000000e-04, -5.78015e+00
 -3.523800000000e-04, -5.98116e+00
 -3.519840000000e-04, -6.18216e+00
 -3.515880000000e-04, -6.18216e+00
 -3.511920000000e-04, -5.98116e+00
 -3.507960000000e-04, -5.98116e+00
 -3.504000000000e-04, -6.38317e+00
 -3.500040000000e-04, -6.18216e+00
 -3.496080000000e-04, -6.38317e+00
 -3.492120000000e-04, -6.78518e+00
 -3.488160000000e-04, -6.78518e+00
 -3.484200000000e-04, -6.38317e+00
 -3.480240000000e-04, -6.58417e+00
 -3.476280000000e-04, -6.78518e+00
 -3.472320000000e-04, -6.78518e+00
 -3.468360000000e-04, -6.78518e+00
 -3.464400000000e-04, -7.18719e+00
 -3.460440000000e-04, -7.38819e+00
 -3.456480000000e-04, -7.18719e+00
 -3.452520000000e-04, -7.18719e+00
 -3.448560000000e-04, -7.58920e+00
 -3.444600000000e-04, -7.79020e+00
 -3.440640000000e-04, -7.99121e+00
 -3.436680000000e-04, -8.19221e+00
 -3.432720000000e-04, -8.79523e+00
 -3.428760000000e-04, -8.79523e+00
 -3.424800000000e-04, -8.79523e+00
 -3.420840000000e-04, -9.19724e+00
 -3.416880000000e-04, -9.59925e+00
 -3.412920000000e-04, -9.59925e+00
 -3.408960000000e-04, -1.00013e+01
 -3.405000000000e-04, -1.04033e+01
 -3.401040000000e-04, -1.06043e+01
 -3.397080000000e-04, -1.08053e+01
 -3.393120000000e-04, -1.10063e+01
 -3.389160000000e-04, -1.14083e+01
 -3.385200000000e-04, -1.16093e+01
 -3.381240000000e-04, -1.18103e+01
 -3.377280000000e-04, -1.22123e+01
 -3.373320000000e-04, -1.24133e+01
 -3.369360000000e-04, -1.26143e+01
 -3.365400000000e-04, -1.30163e+01
 -3.361440000000e-04, -1.32173e+01
 -3.357480000000e-04, -1.34183e+01
 -3.353520000000e-04, -1.36193e+01
 -3.349560000000e-04, -1.38204e+01
 -3.345600000000e-04, -1.38204e+01
 -3.341640000000e-04, -1.40214e+01
 -3.337680000000e-04, -1.40214e+01
 -3.333720000000e-04, -1.40214e+01
 -3.329760000000e-04, -1.42224e+01
 -3.325800000000e-04, -1.42224e+01
 -3.321840000000e-04, -1.42224e+01
 -3.317880000000e-04, -1.42224e+01
 -3.313920000000e-04, -1.42224e+01
 -3.309960000000e-04, -1.44234e+01
 -3.306000000000e-04, -1.44234e+01
 -3.302040000000e-04, -1.42224e+01
 -3.298080000000e-04, -1.42224e+01
 -3.294120000000e-04, -1.42224e+01
